x1,x2,x3
17.413,17.491,17.18
17.491,17.18,17.2502
17.18,17.2502,17.2503
17.2502,17.2503,17.4011
17.2503,17.4011,17.5215
17.4011,17.5215,17.5843
17.5215,17.5843,17.5322
17.5843,17.5322,17.6906
17.5322,17.6906,17.7982
17.6906,17.7982,17.975
17.7982,17.975,17.8717
17.975,17.8717,17.7869
17.8717,17.7869,17.6289
17.7869,17.6289,17.7621
17.6289,17.7621,17.898
17.7621,17.898,17.8807
17.898,17.8807,17.7268
17.8807,17.7268,17.8847
17.7268,17.8847,17.7941
17.8847,17.7941,17.8066
17.7941,17.8066,17.6813
17.8066,17.6813,17.6721
17.6813,17.6721,17.4393
17.6721,17.4393,17.5589
17.4393,17.5589,17.5519
17.5589,17.5519,17.3133
17.5519,17.3133,17.3111
17.3133,17.3297,17.262
17.3297,17.3333,17.3656
17.3333,17.3436,17.4816
17.3436,17.3526,17.4793
17.3526,17.3557,17.5825
17.3557,17.3665,17.4495
17.3665,17.3807,17.5372
17.3807,17.3984,17.7681
17.3984,17.4075,18.0088
